title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Manager / Senior Manager - Conseil en gestion des risques IT | CDI | H/F,PwC,Neuilly,CDI,2024-11-23,Master's,cloud; cybersécurité; IA; ERP (SAP; Oracle; Microsoft); ITIL; COBIT; normes ISO 27000,English,Not specified,"The position of Manager within the Digital Risk Services team at PwC focuses on providing specialized consulting in technology risk management to support companies undergoing digital transformation. Candidates will be responsible for various key tasks, including assisting with technology risk management during transformation projects, identifying and managing technological risks, implementing regulatory compliance measures, and managing relationships with third-party providers.",https://www.glassdoor.fr/job-listing/j?jl=1008113806051
Management group Département technique normes françaises | CDI | H/F,PwC,Neuilly,CDI,2024-11-23,Master's,Audit Coordination; Audit Documentation; Auditing Methodologies; Auditing Standards; Audit Internal Controls; Audit Support; Business Audits; Client Management; Communication; Compliance Assurance; Compliance Auditing; Compliance Frameworks; eXtensible Business Reporting Language (XBRL); Analytical Thinking; Creativity; Emotional Regulation; Empathy; Accepting Feedback; Active Listening; Coaching and Feedback; Corporate Governance; Embracing Change,Not specified,Not specified,"The Assurance Manager position at PwC's ACS-National Office involves overseeing financial and extra-financial issues, particularly related to IFRS standards and ESG reporting. The role includes supporting auditors with accounting consultations and contributing to the preparation and publication of various accounting guidelines and technical documents.",https://www.glassdoor.fr/job-listing/j?jl=1007723147794
Consultant Expérimenté Salesforce | CDI | H/F,PwC,Neuilly,CDI,2024-11-23,Ecole d’ingénieur ou de Commerce,Salesforce; Analyse des besoins métiers; Rédaction de cahiers des charges; Spécifications fonctionnelles; Configuration de la solution Salesforce; Support post démarrage,Français; Anglais,Not specified,"PwC is seeking a Senior Associate for their Salesforce team within the Technology practice, focusing on client engagement in digital transformation projects. The role involves analyzing and formalizing business requirements, conducting functional scoping studies, creating specifications, supporting project management, and configuring Salesforce solutions to meet client needs.",https://www.glassdoor.fr/job-listing/j?jl=1007411142159
Junior Data Consultant,Artefact,Paris,Not specified,2024-11-23,Bac +4/5 ou supérieur,conseil; data science; data analyse; construction de Roadmaps; analyses data-driven; conception d'infrastructures; méthodes agiles; orchestration de projet; formulation de recommandations stratégiques,Not specified,Not specified,"Artefact, une société de conseil en data présente dans 25 pays et comptant plus de 1500 employés, recherche un consultant pour accompagner ses clients dans la transformation numérique à travers des solutions data-driven. Les principales responsabilités incluent la gestion de projets clients end-to-end, la conception de solutions de data et d'intelligence artificielle, le cadrage de projets via des interviews et des workshops, et la formulation de recommandations stratégiques.",https://www.glassdoor.fr/job-listing/j?jl=1006850356412
Business Consultant,Riskdata,Paris,Internship,2024-11-23,Not specified,quantitative skills in financial mathematics; statistics,Fluent English,Not specified,"Riskdata is seeking an intern to provide support to clients and prospects within the Asset Management and Hedge Fund sectors. This internship, which has a minimum duration of six months, aims to develop into a position as a Junior Business Consultant. The primary responsibilities include addressing client inquiries regarding Riskdata's solutions, assisting with implementation issues, collaborating with sales, product management, and research teams to devise effective risk management strategie...",https://www.glassdoor.fr/job-listing/j?jl=1006170410183
Assistant de direction | CDI | H/F,PwC,Neuilly,CDI,2024-11-23,Bac +2,Gestion des agendas; Gestion des notes de frais; Préparation de réunions; Gestion logistique; Production de documents; Classement; Archivage; Suivi des opportunités commerciales; Co-organisation d’événements; Gestion des commandes sous Coupa; Pack Office (Word; Excel; PowerPoint); Outils digitaux,Anglais,Not specified,"The position of Executive Assistant involves supporting multiple associates, typically up to four, by managing complex and dynamic schedules with a high degree of autonomy and anticipation. Key responsibilities include organizing travel logistics, preparing for internal and external meetings by ensuring necessary documents are ready in advance, handling expense reports, and maintaining client opportunities in internal systems.",https://www.glassdoor.fr/job-listing/j?jl=1008794205626
Product Data Scientist Intern,Criteo,Paris,Internship,2024-11-23,Master’s degree student or higher,Python; SQL; manipulating large-scale data sets; building data pipelines; descriptive modeling; predictive modeling; implementing visualizations; dashboards; and reports,Not specified,Not specified,"Criteo is seeking interns for its Product Analytics & Data Science team, starting in September 2025, to assist in addressing complex product challenges using advanced statistics and machine learning. Interns will engage in various projects, including building a universal measurement framework for online marketing efficiency, enhancing identity and privacy solutions, collaborating with teams on user personalization strategies, and supporting new marketing outcomes related to video, contextual ...",https://www.glassdoor.fr/job-listing/j?jl=1008608946043
Consultant comptable | Comptabilité / Fiscalité | CDI | H/F,PwC,Neuilly,CDI,2024-11-23,Master's,comptabilité; fiscalité; production comptable; établissement de comptes annuels; déclarations fiscales; reportings; clôtures de comptes; comptabilité clients; comptabilité fournisseurs; migrations et déploiements d’ERP; mise en place de centres de services partagés,anglais,Not specified,"The job position is for a Senior Associate in the Advisory sector, specifically within the Business Unit Operational Solutions (OPSOL) at PwC. The role involves providing operational support to financial departments, offering technical expertise in accounting and taxation to clients, participating in projects aimed at improving accounting processes, and assisting clients in implementing strategic action plans.",https://www.glassdoor.fr/job-listing/j?jl=1006942933515
Planneur Stratégique,The Brand Nation,Paris,CDI,2024-11-23,Bac + 5,planning stratégique; enrichissement culturel; processus new business; benchmarks; réseaux sociaux; événements; workshops; recherche; imagination; story telling; écoute,Not specified,Not specified,"The Brand Nation is seeking a Strategic Planner who will play a crucial role in enhancing the agency's strategic planning capabilities. This position involves enriching internal culture and skill sets through collaboration with senior sales and creative teams, contributing to new business processes, and supporting major clients such as Burger King and Nestlé in their strategic growth.",https://www.glassdoor.fr/job-listing/j?jl=1005962796286
Ingénieur·e projets DataCenter,Eneria,Montlhéry,Not specified,2024-10-23,Not specified,gestion de projet; ingénierie; électricité; mécanique; automatisme; génie civil; communication; résolution de problèmes; autonomie; organisation; esprit d'équipe; réactivité,anglais,38000.0 - 45000.0 EUR yearly,"ENERIA, a European leader in the design and provision of backup power installations for data centers, is seeking a Project Engineer to join its Commercial Department within the DataCenter Business Unit. The main responsibilities involve serving as the primary contact for clients throughout project execution, managing project timelines and budgets with a focus on client satisfaction, coordinating engineering activities with internal teams and external subcontractors, overseeing procurement in ...",https://www.glassdoor.fr/job-listing/j?jl=1009497835174
