title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Stage EHS H/F - 6 mois,Avery Dennison,France,Internship,2023-10-01,Bachelor's degree in Environmental Science or related field,Knowledge of EHS regulations; Strong analytical skills; Proficient in Microsoft Office,English; French,Not specified,"Avery Dennison is seeking an EHS intern for a 6-month internship. The role involves supporting the EHS team in various projects, ensuring compliance with environmental and health regulations, and assisting in the implementation of safety programs.",https://skema.jobteaser.com/en/job-offers/05f611c3-4760-4c20-a2f0-2c5f50ffaa5c-avery-dennison-stage-ehs-h-f-6-mois
Business Growth Marketing,Andy,Remote,Full-time,2023-10-01,Bachelor's degree in Marketing or related field,Digital Marketing; SEO; Content Creation; Data Analysis,English; French,"€40,000 - €50,000","We are looking for a Business Growth Marketing specialist to join our team. The ideal candidate will have a strong background in digital marketing, experience with growth strategies, and a passion for driving results. Responsibilities include developing marketing campaigns, analyzing performance metrics, and collaborating with cross-functional teams.",https://skema.jobteaser.com/en/job-offers/caf845d9-a02e-4179-9cdb-5b9881503332-andy-business-growth-marketing
Intern Transaction Management - Object Finance (Wholesale Banking) (f/m/x),ING Deutschland,"Frankfurt am Main, Germany",Internship,2023-10-01,"Bachelor's degree in Finance, Economics, or related field",Financial analysis; Client management; Transaction execution,German; English,Not specified,"As an intern in Transaction Management, you will support the team in managing and executing transactions in the wholesale banking sector. You will gain hands-on experience in financial analysis, client interaction, and transaction execution.",https://skema.jobteaser.com/en/job-offers/bb5ed0b9-6b07-40df-a40b-4c9091d8d49c-ing-deutschland-intern-transaction-management-object-finance-wholesale-banking-f-m-x
Bone Collector (Unpaid),Greencarlane,Europe-based,Unpaid,Not specified,Not specified,Data collection; Data analysis; Environmental sustainability,English,Not specified,Greencarlane is looking for a Bone Collector to join our team. This is an unpaid position that requires candidates to be based in Europe. The role involves collecting and analyzing data related to environmental sustainability.,https://skema.jobteaser.com/en/job-offers/5a204cd5-efe2-432c-a3ef-d968a67c83ee-greencarlane-bone-collector-unpaid-must-already-be-europe-based
Team Leader Business Developer,Agidrive,Remote,Full-time,2023-10-01,Bachelor's degree in Business or related field,Leadership; Sales Strategy; Market Analysis; Team Management,English; Spanish,"€50,000 - €70,000","As a Team Leader Business Developer at Agidrive, you will be responsible for leading a team of business developers, driving sales strategies, and expanding our market presence. You will work closely with the marketing and product teams to align our offerings with customer needs.",https://skema.jobteaser.com/en/job-offers/58d28035-430f-48d0-b929-4c69e8a5edae-agidrive-team-leader-business-developer
Stage Gestion des Risques - Compliance - Private Equity (H/F),Edmond de Rothschild,"Paris, France",Internship,2023-10-01,"Master's degree in Finance, Law, or related field",Analytical skills; Attention to detail; Knowledge of financial regulations,French; English,Not specified,"Join our team as an intern in Risk Management and Compliance within our Private Equity division. You will assist in monitoring compliance with regulations and internal policies, conducting risk assessments, and supporting the team in various projects.",https://skema.jobteaser.com/en/job-offers/4f5d0652-5791-42e3-bf5c-b9bbdc1d1b76-edmond-de-rothschild-stage-gestion-des-risques-compliance-private-equity-h-f
Stage Analyste Conformité Réglementaire H/F,Edmond de Rothschild,"Paris, France",Stage,2023-10-01,Bac +5 en finance ou droit,Analyse des risques; Rédaction de rapports; Gestion de projet,Français; Anglais,Not specified,"Au sein de la Direction des Risques et de la Conformité, vous participerez à la mise en œuvre des obligations réglementaires et à la gestion des risques. Vous serez impliqué dans l'analyse des processus internes et l'évaluation des risques associés. Vous contribuerez également à la rédaction de rapports et à la préparation de présentations pour la direction.",https://skema.jobteaser.com/en/job-offers/5bfa6233-956f-4d1f-90f9-15f1713aca9d-edmond-de-rothschild-stage-analyste-conformite-reglementaire-h-f
AB Data Analyst - Data Visualization,Professional Galaxy,Remote,Full-time,2023-10-01,Bachelor's degree in Data Science or related field,Data analysis; Data visualization; SQL; Python; Tableau,English; French,"€40,000 - €50,000","We are looking for an AB Data Analyst with a strong background in data visualization. The ideal candidate will have experience in analyzing data sets and presenting findings in a clear and concise manner. Responsibilities include data collection, analysis, and visualization to support business decisions.",https://skema.jobteaser.com/en/job-offers/755e74d5-e5f5-4ac0-8727-b97381228608-professional-galaxy-ab-data-analyst-data-visualization
Business Analyst - New BU Stage,Papernest,Paris,Internship,July 2025,Bachelor's degree or equivalent,Analytical skills; Problem-solving; Communication; Project management,French; English,Not specified,"As a Business Analyst at Papernest, you will be responsible for analyzing business processes, identifying areas for improvement, and implementing solutions to enhance efficiency. You will work closely with various teams to gather requirements and ensure that the business objectives are met.",https://skema.jobteaser.com/en/job-offers/447ee407-ad83-415a-a15f-e46e08e521a4-papernest-business-analyst-new-bu-stage-paris-juillet-2025
2025 Strategic Finance Internship,Uber,Amsterdam,Internship,Not specified,"Currently pursuing a degree in Finance, Economics, or a related field",Strong analytical skills; Proficiency in Excel; Financial modeling; Excellent communication skills,English,Not specified,"As a Strategic Finance Intern at Uber, you will work closely with the finance team to support various strategic initiatives. You will analyze financial data, assist in budgeting and forecasting, and contribute to financial modeling. This internship offers a unique opportunity to gain hands-on experience in a fast-paced environment.",https://skema.jobteaser.com/en/job-offers/bbab151e-25d8-4d95-81cb-c5e1dd2cc9aa-uber-2025-strategic-finance-internship-amsterdam
Summer Analyst Internship - M&A and Debt Advisory (m/f/d),Kommunalkredit Austria AG,"Vienna, Austria",Internship,Not specified,"Currently enrolled in a Bachelor’s or Master’s program in Finance, Economics, or a related field",Strong analytical skills; Proficiency in Excel and PowerPoint; Understanding of financial modeling,Fluent in English; German is a plus,Not specified,"Join our team as a Summer Analyst Intern in M&A and Debt Advisory. You will support our team in various tasks related to mergers and acquisitions, as well as debt advisory projects. This is a great opportunity to gain hands-on experience in the financial sector.",https://skema.jobteaser.com/en/job-offers/146a362c-51d0-40a2-8175-c2410890af1f-kommunalkredit-austria-ag-summer-analyst-internship-m-a-and-debt-advisory-m-f-d
IT and Digital,Ørsted,"Copenhagen, Denmark",Full-time,2023-10-01,Bachelor's degree in IT or related field,Project management; Software development; Data analysis,English; Danish,Not specified,Join Ørsted's IT and Digital team to drive digital transformation and innovation. You will be responsible for developing and implementing IT solutions that enhance business processes and improve efficiency.,https://skema.jobteaser.com/en/job-offers/20f51ca1-d7f0-414c-944a-02cffc2e9d32-orsted-it-and-digital
Sales Development Representative (Stage),Veesion,Lisbonne,Internship,2023-10-01,Bachelor's degree or equivalent,Excellent communication skills; Strong research abilities; Proficiency in CRM software,English; French,Not specified,"As a Sales Development Representative at Veesion, you will be responsible for generating new business opportunities by identifying and qualifying leads. You will work closely with the sales team to develop strategies for outreach and engagement. Your role will involve researching potential clients, reaching out via email and phone, and setting up meetings for the sales team. We are looking for a motivated individual who is eager to learn and grow in a fast-paced environment.",https://skema.jobteaser.com/en/job-offers/7c0687c2-62bb-4d0a-bf85-969667806cff-veesion-sales-development-representative-stage-lisbonne
